slug,description
pure-brass-moon-crystal-diya-pack-of-1,"Item Name Moon Crystal Diya for Home & Temple Decoration Material Moon Crystal Stone Dimensions Height: 10 cm, Length: 10 cm, Weight: 101 gram About Product Crafted with spiritual elegance, the Moon Crystal Diya is a divine addition to your pooja essentials. Carved from moon crystal stone, it radiates calming lunar energy while enhancing the aesthetic charm of your home, temple, or office space. Known for its soothing and healing vibrations, moon crystal is associated with emotional balance, intuition, and mental clarity. This diya can be used during meditation, spiritual rituals, or simply as a sacred décor piece that invites peace and positive energy. Whether you're lighting it during daily pooja or using it as a spiritual gift, this diya brings a sense of purity and divine connection to your environment. Benefits Attracts peace, calmness, and emotional balance Radiates positive lunar energy Perfect for festive décor and daily worship Enhances spiritual ambiance in home or temple Crafted from natural moon crystal for healing and serenity Uses Use during daily puja or meditation rituals Ideal for gifting during Diwali, housewarming, or spiritual ceremonies Place on home altar, office desk, or bedside for emotional clarity Suitable as a return gift for spiritual events Moon Crystal Diya | Healing Crystal Diya | Diwali Puja Crystal Diya | Spiritual Moonstone Diya | Crystal Diya for Temple | Moon Crystal Diya for Gifting | Crystal Deepak for Home | Lunar Energy Diya | Natural Crystal Oil Lamp | Diya for Meditation and Calmness |"
pure-brass-moon-crystal-diya-pack-of-2,"Item Name Moon Crystal Diya for Home & Temple Decoration Material Moon Crystal Stone Dimensions Height: 10 cm, Length: 10 cm, Weight: 101 gram About Product Crafted with spiritual elegance, the Moon Crystal Diya is a divine addition to your pooja essentials. Carved from moon crystal stone, it radiates calming lunar energy while enhancing the aesthetic charm of your home, temple, or office space. Known for its soothing and healing vibrations, moon crystal is associated with emotional balance, intuition, and mental clarity. This diya can be used during meditation, spiritual rituals, or simply as a sacred décor piece that invites peace and positive energy. Whether you're lighting it during daily pooja or using it as a spiritual gift, this diya brings a sense of purity and divine connection to your environment. Benefits Attracts peace, calmness, and emotional balance Radiates positive lunar energy Perfect for festive décor and daily worship Enhances spiritual ambiance in home or temple Crafted from natural moon crystal for healing and serenity Uses Use during daily puja or meditation rituals Ideal for gifting during Diwali, housewarming, or spiritual ceremonies Place on home altar, office desk, or bedside for emotional clarity Suitable as a return gift for spiritual events Moon Crystal Diya | Healing Crystal Diya | Diwali Puja Crystal Diya | Spiritual Moonstone Diya | Crystal Diya for Temple | Moon Crystal Diya for Gifting | Crystal Deepak for Home | Lunar Energy Diya | Natural Crystal Oil Lamp | Diya for Meditation and Calmness"
pure-brass-oval-shape-crystal-glass-chimney-diya,"Item Name: Pure Brass Crystal Glass Diya. Material: Made from High Quality Metal with Crystal Stone which gives good Reflection due to crystal stone. Size 1: Height: 12.7 cm (5 Inch), Length: 5.8 cm, Weight: 187g(Approx.) Size 2: Height: 15.7 cm (6.2 Inch), Length: 7.2 cm, Weight: 270g(Approx.) About Product: A Brass crystal pillar shape AKHAND Designer Diya will add more beauty to your home decor and festivities. Carved beautifully out of Brass for this festival Diyas are an essential part of Diwali decoration. To considering this we came with the beautiful range of Diwali Collections. You can decor your home on Diwali festival with Diya, Tea-light holders, oil lamp, earthen diya, traditional diya, natural diya, colorful diya, designer diya, clay diya, terracotta diya, plain diya, stone diya, metal diya, shadow diya, door valance, toran, rangoli, colors, puja thali, pooja thali, platter, frills, hanging ball, paper lentern, big diyas, laxmi ganesha statue, luxmi, lakshmi, lord ganesha, Ganpati, diwali pujan, deepmala. Diwali Candles, Candle Holders, Candle Stand, Tea Light candle Holder. Use the above items to decorate your home. Pure Brass Diya | Oval Shape Diya | Crystal Glass Chimney Diya | Brass Oil Lamp | Religious Pooja Diya | Temple Lighting | Traditional Diya | Spiritual Lighting | Home Decor Diya | Elegant Brass Lamp | Long-Lasting Flame |"
pure-brass-turtle-diya,"Item Name: Pure Brass Turtle Diya Material: Made of 100% Pure Virgin Brass. Sturdy, Durable and Long Lasting. Dimensions: Diameter: 6 cm , Height: 4.8cm. Weight : 80-90 Grams (Each Diya) About Product: Diyas are an essential part of Diwali decoration. This is beautiful Page Rank 1 product.To considering this we came with the beautiful range of Diwali Collections. You can decor your home on Diwali festival with Diya, Tea-light holders, oil lamp, earthen Did / diya, traditional diya, natural diya, colorful diya, designer diya, clay diya, terracotta diya, plain diya, stone diya, metal diya, shadow diya, door valance, toran, rangoli, colors, puja thali, pooja thali, platter, frills, hanging ball, paper lentern, big diyas, laxmi ganesha statue, luxmi, lakshmi, lord ganesha, Ganpati, diwali pujan, deepmala. Diwali Candles, Candle Holders, Candle Stand, Tea Light candle Holder. Use the above items to decorate your home. brass turtle diya | vastu turtle lamp | turtle diya for puja | pure brass diya | spiritual oil lamp | decorative diya | turtle deepak | vastu deepak | pooja diya with turtle | brass diya for home temple |"
pure-cow-ghee-wicks-wax-free,"100% Pure Cow Ghee Wicks Jyot Batti Is designed to enlighten your home on indian festival Deepawali diwali.Pure hand made cotton wicks with Cow ghee prepared with full security under complete sanitized environment. This pack is specially for diwali celebration. Pure Cow Ghee Wicks Jyot Batti is a wonderful item for lighting and decoration during festivals / celebrations to brighten up your house / home temple.. Round Red cotton wicks for hindu pooja Mandir . Pure Cow Ghee wicks Satvik and Traditional Jyoti batti for Diya , Oil Lamp Package Contains: 1 Box Contains - 50 Pure Cow Ghee Wicks Pieces.Comes in Re-usable Airtight Container. Feature: Made from Virgin Cotton and filled with Cow Ghee, Easy to Lit, Eco Friendly, Handmade. Material: Ready to Use the Pure Cow Ghee wicks Batti are made from Cotton Flower Batti with Pure Ghee material. Uses: Home office Mandir Daily puja pooja Oil lamp diya clay diya akhand diya tea light diwali gift hawan and all hindu religious events pure cow ghee diya wicks | wax free cow ghee batti | 60 min cow ghee diya wicks | long burn cow ghee wicks | eco-friendly diya wicks india | handmade cow ghee batti | cotton ghee wicks for pooja | ayurvedic diya wicks india | spiritual cow ghee diya | satvikstore cow ghee wicks"
pure-desi-ghee-for-pooja-1,"Pure Desi ghee is a sacred part of every pooja, Hawan, Fire Sacrifice, Wedding. The Desi Ghee is basically used in Brass or Earthen Diya and to enlighten your home on indian festival Deepawali. Naturally harvest and prepared with full security under complete sanitized environment. This pack is specially for Puja, Fire Sacrifice, Hawan, Wedding, Yagnopaveeths, Katha etc. The Desi Ghee is a wonderful item for lighting and decoration during festivals/celebrations to brighten up your house/home temple. Package Contains: It Contains 250 Gram Pure Desi Ghee For Pooja. Feature: Keeping the purity of desi ghee, Naturally harvest and prepared with full security under complete sanitized environment. Material: This Pure Ghee is Packed in Air Tight Food Grade Jar to keep it fresh and long lasting. Uses: You can use this desi ghee at your Home, office, Mandir, Hawan, Daily puja, pooja, Oil lamp, diya, clay diya, akhand diya ,tea light, diwali gift havan and all hindu religious events. Pure Desi Ghee for Pooja | Natural Ghee for Rituals | Sacred Pooja Ghee | Desi Ghee for Spiritual Offering | Ghee for Hawan | Pooja Ghee | Desi Ghee for Puja | Pure Ghee for Pooja | Traditional Pooja Ghee | Organic Ghee for Rituals | Ghee for Sacred Rituals | Ghee for Religious Practices | Ghee for Spiritual Upliftment | Natural Ghee for Worship | Pooja Ingredients | Desi Ghee for Divine Blessings | Ghee for Fire Rituals | Authentic Desi Ghee for Pooja"
pure-ghee-diya-wicks-wax-free,"100% Cotton Wicks Jyot Batti Is designed to enlighten your home on indian festival Deepawali diwali.Pure hand made cotton wicks prepared with full security under complete sanitized environment. This pack is specially for diwali celebration. Cotton Wick Jyot Batti is a wonderful item for lighting and decoration during festivals / celebrations to brighten up your house / home temple.. Round Red cotton wicks for hindu pooja Mandir . Pure Cotton Satvik and Traditional Jyoti batti for Diya , Oil Lamp. Package Contains: 1 Box Contains - 100 Ghee Wicks Pieces and Weight - 335 Grams .Comes in Re-useable Airtight Container. Feature: Made from Virgin Cotton, Easy to Lit, Eco Friendly, Handmade. Material: Ready to Use the Ghee wicks Batti are made from Cotton Flower Batti with Ghee material. Uses: Home office Mandir Daily puja pooja Oil lamp diya clay diya akhand diya tea light diwali gift hawan and all hindu religious events pure ghee diya wicks | wax free diya batti | 100 pcs ghee batti pack | diya wicks for daily pooja | long burn ghee diya batti | eco-friendly diya wicks india | handmade ghee diya wicks | cotton wicks for mandir use | spiritual pooja essentials | satvikstore ghee diya wicks"
pure-guggal-for-pooja-25-gram,"Item Name: Pure Guggal For Puja. Material: Made from high quality material to provide the best product and color that symbolize power and energy. Package Content: 25 Gram of Guggal for Pooja Keep the purity in mind we make sure to deliver you the best product with best quality in reasonable price. Guggal is a very sacred part of Indian Rituals. it used in Pooja, Yajnas, Fire sacrifice as well. Guggal is auspicious. It stands for prosperity as well. it a must-have ingredient for many auspicious occasions. Keep the purity in mind we make sure to deliver you the best product with best quality in reasonable price. Pure Guggal for Pooja | Guggal Incense | Sacred Guggal | Guggal for Worship | Guggal for Pooja | Spiritual Incense | Pooja Incense | Guggal for Blessings | Religious Incense | Guggal Resin | Incense for Rituals | Divine Guggal for Pooja"
pure-kumkum-powder-for-pooja-25-gram,"Item Name: Red Kumkum Powder For Puja Material: Made from high quality material to provide the best color which symbolize power and energy Package Content: 25 Gram Roli or Kumkum. About Product : To signify destruction of enemies and removal of obstacles While Roli or Kumkum is a very sacred part of Indian Rituals. it used in Pooja, Yajnas, Fire sacrifice as well. Red Shade is auspicious. It stands for prosperity as well. The red color of roli makes it a must-have ingredient for many auspicious occasions. Keep the purity in mind we make sure to deliver you the best product with best quality in reasonable price. Pure Kumkum powder | Kumkum for pooja | Kumkum powder for tilak | Kumkum for rituals | Organic Kumkum for pooja | Kumkum for daily worship | | Kumkum for prayer rituals |"
pure-mahadev-bhasm-vibhuti-holy-ash-for-worship-and-spiritual-energy,"Item Name: Pure Mahadev Bhasm Vibhuti For Pooja. Material: Made from high-quality material to provide the best product and color that symbolize power and energy. Package Content: 100 Grams of Pure Mahadev Bhasm Vibhuti for Puja About The Product: Experience the divine energy of Lord Shiva with our pure Mahadev Bhasm Vibhooti. This sacred ash is traditionally used in poojas, rituals, and meditation to invite blessings, spiritual protection, and healing. Known for its purifying properties, it helps cleanse the mind, body, and soul. Ideal for devotees of Lord Shiva, this authentic Bhasm Vibhooti brings peace, positivity, and spiritual strength into your life. Perfect for daily worship or special rituals, it connects you to the divine and enhances your spiritual practices. Mahadev Bhasm Vibhuti | Holy Ash for worship | Pure vibhuti | Shiva vibhuti | Spiritual energy ash | Bhasm for prayers | Shiva puja supplies | Sacred vibhuti for rituals | Vibhuti for forehead | Divine worship ash | Mahadev ash for spirituality | Mahadev Bhasm Vibhuti | Pure Vibhuti | Holy Ash for Worship | Spiritual Energy Ash | Mahadev Bhasm | Vibhuti for Pooja | Sacred Ash for Rituals | Bhasm for Spiritual Growth | Holy Ash for Blessings | Vibhuti for Meditation | Mahadev Worship Ash | Vibhuti for Devotion | Bhasm for Pooja | Spiritual Vibhuti | Sacred Vibhuti for Prayers"
